Cert_ID,St_ID,Platform,Cost,Duration,Date
26850,37024,FutureLearn,6.37,3,10/6/2022
26851,37025,edX,3.89,2,2/5/2020
26852,37026,Coursera,9.36,6,1/30/2023
26853,37027,LinkedIn Learning,13.91,6,12/30/2024
26854,37028,Coursera,23.42,9,6/18/2024
26855,37029,LinkedIn Learning,7.59,13,8/26/2024
26856,37033,LinkedIn Learning,24.15,1,4/14/2022
26857,37034,edX,3.41,15,11/22/2024
26858,37035,Udemy,24.78,9,2/6/2021
26859,37036,LinkedIn Learning,8.73,12,9/28/2024
26860,37039,Udemy,12.47,9,5/30/2023
26861,37044,Coursera,22.57,11,4/7/2022
26862,37045,FutureLearn,23.08,6,9/2/2022
26863,37046,LinkedIn Learning,12.97,10,2/26/2024
26864,37047,Udemy,22.12,13,9/2/2021
26865,37048,edX,10.66,8,4/6/2023
26866,37049,Udemy,3.92,12,12/14/2020
26867,37050,edX,21.94,2,12/5/2020
26868,37051,Coursera,5,14,7/29/2024
26869,37053,edX,6.11,7,5/22/2022
26870,37055,edX,2.94,8,4/5/2024
26871,37058,Udemy,2.19,2,1/28/2020
26872,37059,Udemy,19.51,15,8/2/2022
26873,37062,LinkedIn Learning,11.92,3,3/20/2020
26874,37063,Coursera,15.31,8,11/18/2024
26875,37064,Coursera,0.01,4,4/30/2022
26876,37065,LinkedIn Learning,9.64,2,5/5/2022
26877,37070,FutureLearn,8.91,14,9/14/2023
26878,37072,Coursera,11.15,10,4/4/2020
26879,37073,Udemy,22.42,8,4/8/2024
26880,37074,FutureLearn,20.4,1,4/24/2020
26881,37075,Udemy,24.64,11,12/9/2023
26882,37076,edX,23.9,14,9/27/2021
26883,37077,edX,4.36,14,8/8/2023
26884,37078,FutureLearn,11.03,12,3/13/2023
26885,37080,Coursera,3.02,9,6/27/2020
26886,37081,edX,2.36,16,7/29/2023
26887,37082,Udemy,2.43,2,12/28/2020
26888,37083,Udemy,6.14,2,5/9/2022
26889,37085,Coursera,6.01,12,6/1/2024
26890,37086,LinkedIn Learning,3.43,10,1/4/2020
26891,37087,FutureLearn,20.42,15,4/27/2022
26892,37088,Udemy,15.33,6,12/7/2020
26893,37091,FutureLearn,10.9,16,7/8/2023
26894,37094,Coursera,19.22,11,7/17/2022
26895,37096,FutureLearn,23.73,10,2/15/2024
26896,37097,FutureLearn,16.12,5,11/30/2022
26897,37098,Udemy,24.39,7,8/11/2023
26898,37099,Udemy,6.77,9,3/1/2021
26899,37101,LinkedIn Learning,22.39,9,10/7/2022
26900,37102,edX,4.7,14,10/16/2022
26901,37103,LinkedIn Learning,20.72,5,5/10/2021
26902,37104,FutureLearn,24.72,3,4/21/2020
26903,37106,FutureLearn,16.12,5,2/9/2021
26904,37107,edX,21.1,14,7/8/2020
26905,37109,Udemy,9.03,6,1/14/2022
26906,37110,Udemy,9.79,11,1/30/2023
26907,37111,Coursera,21.75,7,2/5/2023
26908,37112,Udemy,10.32,9,6/10/2022
26909,37114,edX,14.8,9,2/14/2022
26910,37115,Udemy,12.66,12,7/31/2023
26911,37116,LinkedIn Learning,7.74,11,5/22/2020
26912,37117,Udemy,22.09,1,5/3/2022
26913,37118,Udemy,13.62,10,3/19/2023
26914,37119,LinkedIn Learning,21.11,11,6/3/2020
26915,37120,LinkedIn Learning,12.44,7,6/28/2023
26916,37121,FutureLearn,21.67,11,4/1/2022
26917,37122,Coursera,0.23,12,4/11/2020
26918,37123,edX,10.71,15,8/26/2021
26919,37125,edX,6.89,7,8/18/2022
26920,37126,LinkedIn Learning,8.52,7,8/9/2022
26921,37127,FutureLearn,16.45,10,5/15/2022
26922,37128,Udemy,17.92,7,12/29/2020
26923,37129,edX,14.72,12,10/12/2021
26924,37131,LinkedIn Learning,8.83,3,6/22/2021
26925,37132,LinkedIn Learning,10.83,3,6/29/2022
26926,37133,Udemy,18.67,16,1/12/2021
26927,37134,Coursera,4.52,11,1/16/2023
26928,37135,Udemy,23.48,12,2/21/2021
26929,37136,Coursera,11.48,9,2/1/2020
26930,37138,Coursera,12.99,5,12/27/2023
26931,37139,LinkedIn Learning,3.21,4,12/5/2021
26932,37140,Coursera,12.03,11,2/16/2022
26933,37141,LinkedIn Learning,10.05,4,7/9/2022
26934,37143,Coursera,9.01,3,9/18/2023
26935,37145,edX,5.85,11,6/29/2024
26936,37146,Coursera,11.5,16,4/15/2022
26937,37147,edX,11.85,2,12/13/2024
26938,37150,FutureLearn,19.57,9,5/7/2021
26939,37151,FutureLearn,23.88,2,6/2/2020
26940,37154,Coursera,7.11,13,8/19/2024
26941,37157,Udemy,20.9,8,11/30/2024
26942,37158,edX,15.77,9,8/13/2021
26943,37159,LinkedIn Learning,14.87,2,3/23/2023
26944,37160,LinkedIn Learning,13.87,12,5/26/2024
26945,37162,Udemy,14.63,13,5/15/2021
26946,37167,Coursera,21.64,10,6/28/2021
26947,37168,FutureLearn,17.36,10,7/27/2022
26948,37170,edX,16.47,12,8/2/2021
26949,37171,Coursera,3.27,14,12/4/2021
26950,37172,FutureLearn,24.64,6,6/4/2020
26951,37173,edX,9.32,6,8/15/2023
26952,37174,edX,21.49,12,2/14/2022
26953,37175,LinkedIn Learning,3.84,10,3/12/2023
26954,37176,Coursera,5.2,12,4/20/2022
26955,37177,edX,0.55,9,3/9/2024
26956,37179,FutureLearn,20.36,6,12/6/2023
26957,37181,FutureLearn,2.26,10,4/2/2023
26958,37185,Udemy,0.35,10,10/26/2020
26959,37186,FutureLearn,23.9,16,3/14/2020
26960,37189,Udemy,12.72,9,3/17/2022
26961,37191,Coursera,3.43,1,8/4/2022
26962,37194,Coursera,13.51,12,7/28/2023
26963,37196,edX,3.51,14,5/10/2020
26964,37197,FutureLearn,21.67,14,7/19/2020
26965,37201,LinkedIn Learning,4.23,12,9/2/2024
26966,37204,Udemy,8.71,12,9/5/2022
26967,37205,LinkedIn Learning,8.73,13,4/16/2022
26968,37206,Udemy,2.44,14,9/4/2023
26969,37208,Coursera,20.85,16,3/16/2024
26970,37209,LinkedIn Learning,18.09,4,6/16/2023
26971,37210,Udemy,7.04,4,10/27/2020
26972,37212,LinkedIn Learning,17.22,6,6/4/2022
26973,37213,FutureLearn,3.08,9,5/12/2023
26974,37215,Udemy,13.64,15,2/21/2021
26975,37216,LinkedIn Learning,1.88,9,3/11/2024
26976,37217,edX,19.67,6,7/5/2024
26977,37218,FutureLearn,23.24,9,6/27/2023
26978,37219,Coursera,23.54,13,4/29/2021
26979,37220,Udemy,5.29,5,5/14/2020
26980,37221,FutureLearn,11.5,11,8/20/2020
26981,37222,Udemy,23.74,14,10/15/2024
26982,37223,Udemy,23.96,7,12/3/2021
26983,37224,FutureLearn,10.14,14,6/14/2023
26984,37227,FutureLearn,4.19,14,7/2/2020
26985,37230,LinkedIn Learning,7.8,1,8/20/2022
26986,37231,FutureLearn,10.6,11,7/21/2021
26987,37232,LinkedIn Learning,3.16,16,5/6/2021
26988,37234,Udemy,7.91,9,2/12/2020
26989,37235,edX,17.6,7,1/3/2021
26990,37236,Udemy,17.39,9,12/10/2022
26991,37237,LinkedIn Learning,23.34,7,3/3/2020
26992,37238,FutureLearn,19.12,9,6/2/2023
26993,37239,Udemy,22.6,14,3/24/2022
26994,37240,edX,12.23,14,1/15/2021
26995,37241,LinkedIn Learning,3.96,1,7/30/2024
26996,37243,Udemy,10.71,5,5/23/2021
26997,37244,Udemy,1.45,16,8/14/2020
26998,37245,LinkedIn Learning,20.7,12,4/26/2021
26999,37246,edX,6.4,7,2/5/2022
27000,37247,LinkedIn Learning,19.34,8,9/3/2020
27001,37251,Udemy,21.93,15,1/6/2024
27002,37252,Coursera,24.73,4,4/15/2021
27003,37253,edX,6.46,1,1/16/2020
27004,37255,Coursera,14.24,9,7/23/2023
27005,37256,LinkedIn Learning,3.9,4,2/29/2024
27006,37258,LinkedIn Learning,15.64,12,12/24/2023
27007,37260,edX,13.84,14,5/22/2023
27008,37263,Udemy,0.45,5,8/23/2020
27009,37265,edX,20.1,14,10/2/2023
27010,37266,Udemy,10.91,15,6/1/2023
27011,37267,Coursera,1.6,12,7/2/2020
27012,37268,edX,3.83,7,5/21/2023
27013,37269,LinkedIn Learning,14.44,5,7/20/2023
27014,37272,Coursera,0.93,3,10/13/2022
27015,37273,Coursera,4.66,14,1/6/2023
27016,37274,edX,10.22,3,2/7/2021
27017,37276,FutureLearn,13.31,10,3/18/2020
27018,37277,edX,19.28,11,12/28/2024
27019,37278,Udemy,14.32,4,7/31/2022
27020,37279,LinkedIn Learning,19.47,9,11/10/2023
27021,37280,Coursera,1.87,8,11/25/2023
27022,37281,Coursera,11.58,1,12/14/2020
27023,37285,edX,18.57,5,8/13/2022
27024,37286,Udemy,17.57,1,11/19/2022
27025,37288,LinkedIn Learning,7.08,6,11/10/2024
27026,37289,edX,13.78,8,5/19/2021
27027,37290,Udemy,1.46,2,10/12/2021
27028,37291,edX,15.33,16,8/12/2023
27029,37292,LinkedIn Learning,4.21,13,10/14/2022
27030,37293,LinkedIn Learning,18.73,16,8/31/2022
27031,37294,FutureLearn,7.66,11,1/26/2024
27032,37295,Udemy,16.98,1,5/2/2024
27033,37296,Udemy,7.37,6,12/8/2021
27034,37297,FutureLearn,14.15,13,9/17/2023
27035,37299,LinkedIn Learning,5.63,11,8/9/2022
27036,37300,FutureLearn,3.87,3,1/12/2021
27037,37301,edX,4.74,14,5/15/2021
27038,37304,edX,17.56,14,1/1/2020
27039,37306,Coursera,16.05,5,8/23/2021
27040,37309,FutureLearn,14.61,8,7/22/2024
27041,37310,Coursera,7.58,13,10/23/2020
27042,37311,FutureLearn,16.46,7,6/18/2023
27043,37313,Coursera,7.04,9,6/30/2020
27044,37315,Coursera,13.89,13,2/6/2020
27045,37316,Coursera,22.19,9,5/13/2022
27046,37317,LinkedIn Learning,8.67,3,3/19/2021
27047,37318,edX,19.43,8,1/28/2022
27048,37320,edX,2.87,11,11/8/2021
27049,37321,FutureLearn,9.1,3,8/19/2022
27050,37323,FutureLearn,14.71,7,11/21/2022
27051,37324,Coursera,3.87,6,10/9/2022
27052,37326,Coursera,6.62,12,4/23/2023
27053,37328,Coursera,5.62,3,7/28/2024
27054,37331,LinkedIn Learning,15.67,4,12/6/2020
27055,37332,Udemy,15.52,9,11/8/2022
27056,37334,edX,0.34,7,12/11/2024
27057,37335,LinkedIn Learning,10.32,6,5/5/2024
27058,37336,FutureLearn,14.93,13,5/1/2020
27059,37338,LinkedIn Learning,22.91,10,7/5/2024
27060,37339,Coursera,7.04,2,9/22/2021
27061,37340,FutureLearn,18.67,13,8/18/2021
27062,37341,FutureLearn,18.88,10,1/14/2024
27063,37342,Coursera,0.49,2,12/4/2024
27064,37343,Coursera,4.04,14,2/19/2020
27065,37344,LinkedIn Learning,22.86,1,8/31/2023
27066,37347,LinkedIn Learning,0.48,5,7/17/2024
27067,37348,Coursera,16.65,15,10/9/2022
27068,37351,edX,20.09,4,5/24/2021
27069,37353,LinkedIn Learning,12.86,15,9/3/2020
27070,37355,edX,24.81,10,8/12/2020
27071,37356,Udemy,5.96,8,3/10/2024
27072,37357,Udemy,3.58,6,12/19/2020
27073,37358,Udemy,15.66,2,11/2/2024
27074,37359,LinkedIn Learning,11.01,8,6/1/2022
27075,37362,LinkedIn Learning,14.59,13,4/2/2023
27076,37366,LinkedIn Learning,14.71,2,7/27/2020
27077,37367,edX,3.6,12,9/1/2024
27078,37368,FutureLearn,13.25,15,1/26/2023
27079,37371,LinkedIn Learning,12.92,8,8/26/2021
27080,37372,FutureLearn,0.02,14,8/30/2022
27081,37373,Coursera,18.02,10,3/22/2020
27082,37375,FutureLearn,9.45,2,9/9/2024
27083,37376,LinkedIn Learning,21.77,2,5/24/2024
27084,37377,Udemy,19.08,6,7/3/2023
27085,37380,Coursera,21.6,6,4/10/2023
27086,37384,Udemy,19.18,14,10/4/2023
27087,37385,FutureLearn,22.07,3,3/27/2020
27088,37389,Coursera,5.12,10,11/4/2021
27089,37390,Udemy,9.47,7,7/12/2021
27090,37391,LinkedIn Learning,12.99,10,11/7/2021
27091,37392,LinkedIn Learning,24.53,4,9/2/2023
27092,37393,LinkedIn Learning,22.44,14,3/24/2020
27093,37394,LinkedIn Learning,13.57,6,2/21/2023
27094,37395,Udemy,5.84,10,5/6/2023
27095,37396,Coursera,16.17,8,4/22/2020
27096,37398,Coursera,0.77,12,7/18/2023
27097,37401,Udemy,20.69,1,12/15/2021
27098,37402,Udemy,4.62,2,3/20/2023
27099,37403,edX,22.41,3,3/15/2021
27100,37404,LinkedIn Learning,2.55,10,4/22/2024
27101,37405,Udemy,20.26,11,6/25/2023
27102,37406,Udemy,8.64,15,8/8/2020
27103,37407,FutureLearn,22.67,3,4/9/2022
27104,37408,LinkedIn Learning,17.4,11,11/10/2020
27105,37409,Coursera,8.92,9,1/27/2020
27106,37411,edX,15.52,3,2/6/2023
27107,37413,LinkedIn Learning,24.39,3,6/15/2022
27108,37414,FutureLearn,13.64,14,3/25/2023
27109,37415,edX,5.69,14,6/13/2024
27110,37417,Udemy,23.68,14,3/30/2022
27111,37422,FutureLearn,14.13,8,2/23/2023
27112,37423,Udemy,21.19,8,5/5/2024
27113,37424,Coursera,16.41,10,8/13/2024
27114,37425,FutureLearn,3.56,13,3/27/2024
27115,37428,Coursera,17.43,9,1/6/2022
27116,37429,LinkedIn Learning,4.62,8,10/20/2022
27117,37430,LinkedIn Learning,9.9,5,10/3/2022
27118,37431,FutureLearn,9.52,2,8/2/2024
27119,37432,FutureLearn,2.92,5,12/6/2020
27120,37433,Coursera,0.06,12,3/16/2022
27121,37434,LinkedIn Learning,7.99,7,2/7/2020
27122,37436,Udemy,2.57,9,9/9/2024
27123,37437,LinkedIn Learning,21.92,2,12/14/2020
27124,37438,LinkedIn Learning,22.75,16,2/28/2022
27125,37439,Coursera,5.67,7,12/8/2020
27126,37440,Coursera,22.71,7,3/12/2020
27127,37441,edX,0.5,6,3/3/2021
27128,37442,Coursera,22.26,6,8/21/2023
27129,37443,FutureLearn,9.2,14,4/27/2023
27130,37444,LinkedIn Learning,13.41,7,10/5/2023
27131,37446,Coursera,24.14,6,11/17/2024
27132,37448,Coursera,21.07,1,7/23/2024
27133,37450,LinkedIn Learning,20.06,6,5/25/2020
27134,37451,LinkedIn Learning,4.05,1,3/15/2022
27135,37453,Udemy,19.24,9,3/27/2020
27136,37454,Coursera,11.35,6,10/13/2024
27137,37455,FutureLearn,0.52,3,11/4/2022
27138,37456,LinkedIn Learning,14.41,7,7/15/2021
27139,37457,Coursera,13.09,16,3/3/2021
27140,37458,Coursera,20.4,10,8/25/2021
27141,37459,FutureLearn,6.78,4,5/4/2022
27142,37460,edX,14.96,2,11/21/2024
27143,37461,Coursera,22.64,6,8/16/2021
27144,37462,Coursera,10.9,4,2/10/2021
27145,37463,Udemy,19.93,9,1/8/2024
27146,37465,LinkedIn Learning,17.17,16,1/13/2024
27147,37466,LinkedIn Learning,22.19,15,2/7/2021
27148,37468,edX,4.78,9,9/20/2021
27149,37471,edX,15.97,2,7/2/2023
27150,37474,Udemy,8.51,12,10/19/2022
27151,37475,FutureLearn,11.16,14,9/6/2020
27152,37476,Coursera,2.05,12,8/27/2023
27153,37478,Udemy,7.32,4,3/30/2024
27154,37479,Coursera,6.39,2,3/29/2020
27155,37480,LinkedIn Learning,0.4,13,11/6/2021
27156,37481,Coursera,8.86,16,6/5/2024
27157,37483,Udemy,5.81,14,7/13/2024
27158,37484,LinkedIn Learning,3.64,10,8/13/2024
27159,37487,LinkedIn Learning,22.48,4,12/1/2020
27160,37488,FutureLearn,16.56,13,3/19/2022
27161,37489,edX,20.5,8,11/15/2020
27162,37490,Coursera,1.26,4,5/1/2020
27163,37492,Udemy,0.73,7,6/19/2024
27164,37493,edX,16.4,9,4/29/2021
27165,37494,Coursera,6.77,8,7/26/2021
27166,37495,Coursera,16,4,12/7/2024
27167,37496,Coursera,11.38,15,4/1/2023
27168,37497,edX,2.85,15,9/25/2021
27169,37498,Udemy,13.29,14,9/1/2020
27170,37499,LinkedIn Learning,24.44,9,11/17/2023
27171,37501,edX,9.59,7,10/24/2024
27172,37502,LinkedIn Learning,24.78,6,11/12/2024
27173,37503,Coursera,7.2,12,11/3/2020
27174,37504,Coursera,21.65,1,6/29/2021
27175,37505,LinkedIn Learning,24.35,4,2/2/2024
27176,37506,FutureLearn,13.56,3,8/21/2022
27177,37507,edX,7.55,3,11/15/2022
27178,37508,Coursera,21.44,9,1/25/2021
27179,37509,FutureLearn,21.75,7,8/29/2023
27180,37511,FutureLearn,8.37,11,2/15/2022
27181,37512,edX,18.81,6,1/28/2023
27182,37514,Udemy,16.09,14,1/18/2024
27183,37515,LinkedIn Learning,2.48,14,9/5/2021
27184,37516,FutureLearn,5.2,15,5/5/2023
27185,37517,Coursera,18.55,15,3/23/2022
27186,37518,LinkedIn Learning,19.25,10,11/20/2022
27187,37520,edX,14.36,10,3/10/2021
27188,37521,Coursera,1.88,16,6/11/2024
27189,37522,LinkedIn Learning,6.26,6,12/18/2021
27190,37524,edX,2.69,4,5/2/2024
27191,37525,LinkedIn Learning,9.56,7,12/15/2024
27192,37526,edX,6.72,4,10/31/2021
27193,37528,FutureLearn,10.93,16,1/12/2021
27194,37529,Coursera,1.66,12,5/16/2023
27195,37531,Udemy,18.66,12,11/8/2024
27196,37532,LinkedIn Learning,5.31,11,7/25/2021
27197,37535,Udemy,15.02,6,8/15/2024
27198,37536,LinkedIn Learning,5.38,2,9/14/2022
27199,37537,edX,21.41,10,6/18/2022
27200,37539,FutureLearn,23.18,12,9/1/2024
27201,37540,edX,17.41,12,8/24/2022
27202,37541,edX,1.02,7,4/18/2022
27203,37543,edX,24.25,9,9/16/2023
27204,37545,FutureLearn,21.5,4,4/26/2022
27205,37546,FutureLearn,15.05,14,8/12/2024
27206,37547,LinkedIn Learning,17.69,14,7/4/2023
27207,37548,edX,21.8,13,3/9/2021
27208,37549,LinkedIn Learning,19.14,7,6/26/2021
27209,37552,Coursera,19.13,2,10/30/2021
27210,37553,edX,11.54,8,11/29/2024
27211,37554,LinkedIn Learning,5.81,9,12/25/2021
27212,37555,Coursera,21.57,13,7/3/2021
27213,37557,LinkedIn Learning,13.81,3,1/20/2021
27214,37558,LinkedIn Learning,14.84,13,7/9/2024
27215,37559,edX,15.23,1,10/16/2023
27216,37560,Coursera,7.17,2,10/11/2020
27217,37564,FutureLearn,5.63,5,10/7/2022
27218,37565,Udemy,21.65,2,3/19/2023
27219,37566,edX,3.29,15,10/4/2023
27220,37567,FutureLearn,22.35,11,9/20/2024
27221,37568,LinkedIn Learning,3.18,10,11/11/2024
27222,37570,Udemy,4.74,1,8/19/2024
27223,37571,FutureLearn,0.16,3,8/9/2021
27224,37575,LinkedIn Learning,0.31,16,10/28/2024
27225,37576,Udemy,24.18,12,6/4/2021
27226,37577,LinkedIn Learning,23.55,5,10/21/2022
27227,37578,LinkedIn Learning,17.7,3,3/15/2021
27228,37581,Udemy,12.57,2,12/11/2024
27229,37586,LinkedIn Learning,6.95,10,2/24/2024
27230,37588,FutureLearn,4.47,6,4/18/2024
27231,37589,Udemy,14.88,14,2/8/2024
27232,37590,Coursera,0.86,11,6/7/2022
27233,37591,edX,6.59,3,12/22/2020
27234,37593,Udemy,19.79,12,11/23/2023
27235,37594,Udemy,0.23,4,12/27/2024
27236,37598,FutureLearn,13.37,16,6/20/2024
27237,37600,FutureLearn,13.13,13,11/1/2021
27238,37603,edX,8.56,3,1/8/2020
27239,37604,FutureLearn,9.2,6,12/19/2021
27240,37605,Coursera,19.04,14,7/31/2022
27241,37606,edX,1.12,4,6/1/2023
27242,37608,FutureLearn,4.39,7,5/24/2022
27243,37609,LinkedIn Learning,0.58,16,2/18/2023
27244,37610,LinkedIn Learning,9.05,15,4/28/2024
27245,37612,edX,11.92,4,2/25/2021
27246,37614,Udemy,22.35,10,3/2/2020
27247,37616,FutureLearn,24.47,16,9/11/2021
27248,37617,Udemy,1.16,12,3/21/2024
27249,37618,edX,4.71,7,9/12/2024
27250,37619,LinkedIn Learning,14.27,14,5/6/2020
27251,37621,edX,6.77,3,11/5/2021
27252,37623,edX,17.84,8,10/30/2022
27253,37624,FutureLearn,4.76,8,7/12/2020
27254,37625,LinkedIn Learning,3.07,2,7/11/2023
27255,37626,FutureLearn,21.98,5,11/13/2022
27256,37627,Udemy,14.86,8,10/30/2020
27257,37630,Udemy,11.8,6,5/5/2022
27258,37632,Udemy,13.11,10,4/12/2020
27259,37634,Udemy,11.79,6,10/24/2024
27260,37635,Udemy,1,2,2/12/2021
27261,37638,FutureLearn,23.75,11,12/27/2024
27262,37639,edX,24.31,4,5/11/2021
27263,37640,Udemy,24.8,16,2/25/2021
27264,37643,edX,4.52,7,9/2/2024
27265,37644,Coursera,6.91,4,11/23/2021
27266,37645,Coursera,17.05,3,7/13/2020
27267,37646,edX,14.04,6,8/13/2021
27268,37647,Udemy,15.67,14,2/9/2021
27269,37649,edX,0.9,16,6/5/2024
27270,37650,FutureLearn,1.03,16,11/26/2024
27271,37652,edX,16.49,2,8/14/2024
27272,37653,Coursera,1.23,7,4/19/2024
27273,37656,Coursera,3.09,16,9/30/2023
27274,37657,edX,24.96,15,3/1/2023
27275,37659,LinkedIn Learning,8.11,8,2/3/2021
27276,37660,Udemy,3.35,16,2/19/2021
27277,37661,FutureLearn,20.29,16,11/30/2021
27278,37662,FutureLearn,14.49,14,11/16/2020
27279,37663,LinkedIn Learning,11.95,9,8/12/2023
27280,37666,FutureLearn,15.13,15,12/28/2023
27281,37667,Coursera,10.66,14,6/7/2024
27282,37669,Coursera,17.72,7,6/9/2020
27283,37670,edX,18.04,1,10/26/2024
27284,37671,Coursera,24.9,12,3/1/2024
27285,37675,FutureLearn,11.98,10,6/12/2022
27286,37676,FutureLearn,11.97,3,2/9/2024
27287,37677,FutureLearn,1.26,5,10/25/2021
27288,37679,Udemy,7.34,16,4/22/2024
27289,37680,LinkedIn Learning,0,6,9/12/2021
27290,37681,Coursera,1.32,7,4/11/2020
27291,37682,LinkedIn Learning,21.61,16,8/19/2024
27292,37683,LinkedIn Learning,0.39,13,11/24/2020
27293,37684,FutureLearn,21.16,15,10/21/2023
27294,37687,LinkedIn Learning,3.96,4,1/27/2022
27295,37688,FutureLearn,10.79,14,12/13/2021
27296,37689,Udemy,6.04,1,3/4/2021
27297,37690,Udemy,22.08,9,3/17/2021
27298,37691,Coursera,20.25,13,3/10/2020
27299,37692,edX,24.54,4,7/29/2020
27300,37694,Udemy,0.7,9,6/11/2024
27301,37697,FutureLearn,3.67,12,4/20/2022
27302,37698,Coursera,11.14,6,1/21/2023
27303,37699,Coursera,23.18,12,5/27/2020
27304,37700,Udemy,18.88,2,3/10/2024
27305,37701,Coursera,18.75,10,12/24/2023
27306,37702,Udemy,5.68,13,6/7/2023
27307,37703,FutureLearn,21.26,10,2/22/2020
27308,37704,Udemy,9.81,4,4/25/2021
27309,37706,FutureLearn,6.15,7,8/19/2023
27310,37707,LinkedIn Learning,11.07,15,10/17/2024
27311,37708,FutureLearn,18.13,11,7/9/2024
27312,37709,edX,2.85,13,7/2/2024
27313,37710,Udemy,22.89,5,6/10/2021
27314,37712,Udemy,1.92,1,4/27/2022
27315,37714,Coursera,11.63,7,6/12/2023
27316,37716,Udemy,19.98,15,4/29/2021
27317,37719,LinkedIn Learning,9.2,7,1/9/2024
27318,37721,Coursera,15.58,3,9/3/2021
27319,37722,LinkedIn Learning,17.02,15,11/4/2021
27320,37724,FutureLearn,8.78,4,7/9/2022
27321,37725,Udemy,2.07,5,10/10/2022
27322,37726,Udemy,18.1,13,2/11/2023
27323,37729,edX,0.57,8,3/11/2024
27324,37732,LinkedIn Learning,14.09,15,12/31/2024
27325,37733,LinkedIn Learning,22.52,8,7/26/2020
27326,37739,Coursera,12.23,3,12/9/2021
27327,37740,Coursera,4.03,8,4/24/2022
27328,37741,Udemy,3.73,4,8/22/2022
27329,37742,edX,6.91,13,7/8/2020
27330,37743,Udemy,3.38,1,6/9/2020
27331,37744,edX,14.03,8,8/30/2024
27332,37745,Coursera,4.41,12,5/31/2020
27333,37746,Coursera,3.6,5,8/15/2021
27334,37747,edX,20.19,14,10/24/2021
27335,37748,Coursera,22.73,3,1/1/2023
27336,37749,FutureLearn,3.25,1,8/10/2024
27337,37750,FutureLearn,1.09,3,1/14/2020
27338,37753,Udemy,21.41,11,5/12/2020
27339,37755,LinkedIn Learning,19.59,8,4/21/2023
27340,37756,LinkedIn Learning,21.77,10,8/3/2024
27341,37760,edX,20.88,15,6/29/2020
27342,37761,LinkedIn Learning,22.17,3,7/31/2020
27343,37762,Coursera,4.05,11,10/2/2024
27344,37763,Coursera,16.77,9,2/21/2024
27345,37765,Udemy,7.76,14,8/22/2023
27346,37767,FutureLearn,5.42,10,2/1/2023
27347,37770,Coursera,8.79,11,7/4/2020
27348,37772,edX,18.66,12,2/14/2023
27349,37773,LinkedIn Learning,8.72,10,10/2/2020
27350,37774,Udemy,9.55,2,6/2/2024
27351,37775,Coursera,20.26,13,4/29/2022
27352,37776,LinkedIn Learning,18.11,5,2/10/2024
27353,37778,Udemy,3.89,16,1/18/2020
27354,37779,LinkedIn Learning,21.73,10,3/16/2023
27355,37780,FutureLearn,11.83,9,2/1/2023
27356,37782,FutureLearn,6.52,9,3/7/2020
27357,37784,LinkedIn Learning,14.14,4,7/17/2021
27358,37785,FutureLearn,2.95,10,6/25/2021
27359,37786,LinkedIn Learning,9.45,3,7/28/2020
27360,37788,LinkedIn Learning,13.48,3,11/24/2024
27361,37789,Coursera,17.34,2,6/6/2024
27362,37790,edX,17.9,11,10/6/2024
27363,37792,FutureLearn,9.23,12,7/10/2024
27364,37793,edX,5,12,4/19/2023
27365,37796,FutureLearn,6.46,2,7/4/2023
27366,37797,LinkedIn Learning,17.77,5,9/30/2023
27367,37798,FutureLearn,2.12,14,8/16/2020
27368,37799,LinkedIn Learning,23.89,8,7/10/2024
27369,37800,FutureLearn,17.37,9,11/18/2023
27370,37802,Coursera,19.8,14,5/10/2020
27371,37805,Udemy,18.83,1,12/4/2023
27372,37806,Coursera,2.52,16,2/22/2022
27373,37807,edX,15.49,12,1/4/2020
27374,37808,LinkedIn Learning,12.94,9,3/3/2021
27375,37809,FutureLearn,11.05,3,8/4/2024
27376,37810,FutureLearn,6.82,8,8/8/2020
27377,37812,edX,21.48,7,8/15/2021
27378,37814,FutureLearn,16.41,10,10/9/2024
27379,37815,FutureLearn,14.02,1,9/8/2023
27380,37816,Coursera,1.64,2,12/2/2022
27381,37817,Udemy,11.39,10,8/6/2020
27382,37818,Udemy,1.05,1,3/11/2021
27383,37819,edX,4.6,5,2/19/2024
27384,37821,edX,5.28,8,2/6/2020
27385,37822,LinkedIn Learning,7.32,10,12/27/2023
27386,37823,Coursera,7.22,11,8/10/2024
27387,37824,LinkedIn Learning,16.7,12,11/1/2023
27388,37825,FutureLearn,14.37,14,1/14/2023
27389,37826,FutureLearn,22.55,12,1/9/2020
27390,37827,Udemy,2.27,10,7/8/2021
27391,37829,FutureLearn,17.98,4,3/12/2022
27392,37830,LinkedIn Learning,20.23,8,12/31/2023
27393,37831,FutureLearn,0.18,15,9/10/2020
27394,37832,edX,14.25,2,12/24/2020
27395,37836,edX,22.53,1,12/20/2021
27396,37837,LinkedIn Learning,12.1,6,2/13/2024
27397,37838,Udemy,2.23,10,12/2/2023
27398,37841,edX,22.77,11,2/27/2021
27399,37842,LinkedIn Learning,21.31,13,7/15/2024
27400,37843,Coursera,11.41,11,9/23/2021
27401,37844,edX,0.56,7,10/2/2022
27402,37845,Udemy,23.59,7,12/2/2022
27403,37846,FutureLearn,9.26,7,8/23/2023
27404,37847,Coursera,24.01,15,11/4/2021
27405,37848,Coursera,23.85,12,2/10/2020
