FreeLance_ID,St_ID,Platform,Payment,Duration,Date,Job_Description,Tools
32671,35244,Fiverr,102.11,3,6/19/2020,Backend API development,C++
32672,35245,Toptal,165.31,3,8/5/2020,Statistical data analysis,Power BI
32673,35246,Freelancer,174.68,5,3/24/2021,Web scraping service,Python
32674,35247,Freelancer,231.16,7,3/25/2024,Backend API development,Tableau
32675,35249,Upwork,32.52,7,7/18/2023,Automated report building,Tableau
32676,35250,Toptal,117.16,5,5/5/2022,Data analysis with Python,R
32677,35251,Fiverr,140.93,7,9/3/2024,Automated report building,Excel
32678,35252,Freelancer,140.46,6,8/11/2023,Statistical data analysis,Tableau
32679,35254,PeoplePerHour,192.23,6,4/16/2020,Web scraping service,Tableau
32680,35255,PeoplePerHour,33.82,3,7/19/2021,Machine learning script,R
32681,35256,Toptal,206.03,7,7/22/2023,Data analysis with Python,Excel
32682,35257,PeoplePerHour,112.64,6,8/17/2020,Data visualization project,JavaScript
32683,35259,PeoplePerHour,166.34,7,1/5/2022,Data analysis with Python,JavaScript
32684,35260,PeoplePerHour,59.32,3,8/17/2023,Bug fixing and testing,C++
32685,35261,Fiverr,52.38,6,2/21/2024,Dashboard in Power BI,R
32686,35262,Fiverr,53.12,7,8/27/2020,Data analysis with Python,Excel
32687,35263,Toptal,243.83,5,11/2/2023,Data visualization project,SQL
32688,35264,PeoplePerHour,124.81,7,1/11/2020,Automated report building,JavaScript
32689,35265,Toptal,99.92,7,3/20/2023,Backend API development,Tableau
32690,35266,PeoplePerHour,9.47,3,4/2/2024,Web scraping service,Excel
32691,35267,Freelancer,139.09,4,12/9/2020,Web scraping service,Excel
32692,35268,Upwork,29.51,6,10/21/2022,Data analysis with Python,JavaScript
32693,35269,Fiverr,79.48,3,10/22/2020,Machine learning script,Excel
32694,35270,Toptal,231.18,4,6/11/2022,Machine learning script,Excel
32695,35271,Fiverr,37.5,3,9/3/2022,Automated report building,Python
32696,35272,PeoplePerHour,172.45,7,4/8/2020,Statistical data analysis,JavaScript
32697,35273,PeoplePerHour,46.74,6,10/17/2022,ETL pipeline creation,Power BI
32698,35274,Fiverr,275.4,4,7/31/2024,Dashboard in Power BI,C++
32699,35275,Toptal,39.58,3,1/23/2022,Data visualization project,JavaScript
32700,35277,PeoplePerHour,51.17,4,1/3/2020,Dashboard in Power BI,Excel
32701,35278,Upwork,79.67,4,5/24/2020,Data analysis with Python,C++
32702,35280,Fiverr,137.84,3,12/1/2024,Dashboard in Power BI,JavaScript
32703,35281,Upwork,117.45,4,9/9/2020,Dashboard in Power BI,R
32704,35282,Upwork,242.97,7,11/14/2020,ETL pipeline creation,C++
32705,35284,Toptal,299.47,5,4/5/2021,Automated report building,Python
32706,35285,Toptal,185.03,4,4/8/2021,Data analysis with Python,C++
32707,35286,Fiverr,147.88,7,4/25/2020,Dashboard in Power BI,Excel
32708,35287,PeoplePerHour,293.2,7,7/1/2023,Web scraping service,Excel
32709,35288,PeoplePerHour,15.32,7,11/5/2021,ETL pipeline creation,Excel
32710,35289,PeoplePerHour,165.82,7,5/9/2022,Web scraping service,Power BI
32711,35290,PeoplePerHour,89.9,7,10/19/2021,Backend API development,C++
32712,35292,Fiverr,162.15,5,1/25/2020,Data visualization project,C++
32713,35293,Upwork,38.95,4,12/12/2022,Statistical data analysis,Power BI
32714,35294,Freelancer,49.78,3,11/13/2022,Machine learning script,C++
32715,35295,Toptal,29.89,5,12/21/2020,Data analysis with Python,C++
32716,35296,Fiverr,125.85,3,7/18/2020,Automated report building,Python
32717,35297,Freelancer,253.37,5,7/27/2021,Bug fixing and testing,SQL
32718,35298,PeoplePerHour,12.84,7,6/5/2020,Data visualization project,SQL
32719,35299,Freelancer,122.84,7,4/7/2020,Data analysis with Python,Tableau
32720,35300,Fiverr,269.99,4,12/20/2020,Bug fixing and testing,Power BI
32721,35301,Toptal,269.97,7,7/18/2022,Machine learning script,R
32722,35302,Freelancer,264.17,3,8/19/2021,Backend API development,SQL
32723,35303,Freelancer,268.98,7,7/28/2024,Data analysis with Python,JavaScript
32724,35305,Upwork,281.35,4,3/25/2024,Bug fixing and testing,SQL
32725,35306,Upwork,160.27,5,4/7/2021,Data visualization project,Excel
32726,35307,Toptal,271.73,6,11/27/2020,Data analysis with Python,SQL
32727,35308,Fiverr,240.91,3,4/14/2021,Data visualization project,Tableau
32728,35309,PeoplePerHour,192.89,5,3/25/2024,Machine learning script,Tableau
32729,35310,Freelancer,250.92,3,9/3/2024,ETL pipeline creation,JavaScript
32730,35311,PeoplePerHour,271.64,4,2/14/2021,Statistical data analysis,Python
32731,35314,PeoplePerHour,35.17,7,8/30/2021,Bug fixing and testing,C++
32732,35315,Freelancer,272.54,6,9/22/2023,Bug fixing and testing,SQL
32733,35316,PeoplePerHour,18.45,7,10/6/2022,Statistical data analysis,C++
32734,35317,Toptal,130.9,7,5/11/2021,Backend API development,R
32735,35318,Toptal,221.33,6,9/3/2021,Data visualization project,Python
32736,35319,Fiverr,15.83,7,10/15/2024,Data visualization project,JavaScript
32737,35320,Fiverr,94.46,3,12/6/2021,Statistical data analysis,Power BI
32738,35323,Fiverr,37.38,7,9/24/2022,ETL pipeline creation,Tableau
32739,35324,Freelancer,296.95,3,4/26/2022,Machine learning script,R
32740,35325,Upwork,177.88,5,2/17/2020,Bug fixing and testing,R
32741,35326,Upwork,233.14,4,12/16/2023,Data analysis with Python,SQL
32742,35327,PeoplePerHour,170.13,6,12/26/2022,Bug fixing and testing,Power BI
32743,35328,Upwork,32.6,5,3/25/2023,Dashboard in Power BI,SQL
32744,35329,Upwork,250.63,5,1/11/2024,Web scraping service,SQL
32745,35331,PeoplePerHour,106.95,3,2/7/2021,Backend API development,Excel
32746,35332,Upwork,62.6,6,6/30/2024,Statistical data analysis,JavaScript
32747,35333,Freelancer,244.27,4,7/13/2022,Data analysis with Python,JavaScript
32748,35334,Freelancer,167.48,3,12/15/2023,Backend API development,SQL
32749,35335,PeoplePerHour,4.75,7,10/29/2022,Web scraping service,Python
32750,35336,Upwork,287.38,6,7/26/2020,Statistical data analysis,Python
32751,35337,Upwork,117.96,5,9/21/2020,Backend API development,Python
32752,35338,Toptal,34.41,6,11/28/2020,Automated report building,Power BI
32753,35339,Toptal,297.88,6,9/26/2021,Data analysis with Python,SQL
32754,35340,Upwork,23.78,4,6/14/2024,Automated report building,R
32755,35341,Fiverr,206.15,5,4/24/2020,Data visualization project,Power BI
32756,35342,Toptal,112.77,6,3/24/2020,Dashboard in Power BI,R
32757,35343,Toptal,211.07,4,4/3/2023,Machine learning script,C++
32758,35344,Toptal,43.95,6,2/26/2023,Bug fixing and testing,Power BI
32759,35345,Freelancer,22.66,3,5/31/2020,Machine learning script,C++
32760,35346,Fiverr,186.74,7,6/17/2021,ETL pipeline creation,Power BI
32761,35347,Fiverr,233.53,6,7/9/2024,Statistical data analysis,Tableau
32762,35349,PeoplePerHour,157.03,5,5/26/2024,Web scraping service,C++
32763,35350,Fiverr,274.55,5,10/31/2023,Machine learning script,Excel
32764,35351,PeoplePerHour,18.25,7,6/6/2023,Data analysis with Python,JavaScript
32765,35352,Toptal,58.96,3,4/4/2020,Web scraping service,JavaScript
32766,35353,Upwork,133.2,6,8/23/2020,Dashboard in Power BI,Python
32767,35356,Toptal,183.53,3,6/10/2022,ETL pipeline creation,Power BI
32768,35357,Fiverr,81.55,6,5/4/2024,Machine learning script,Power BI
32769,35358,Toptal,127,4,12/16/2023,Web scraping service,Power BI
32770,35359,Upwork,126.97,7,8/30/2021,Bug fixing and testing,JavaScript
32771,35360,Toptal,130.54,3,9/2/2024,Backend API development,Tableau
32772,35361,Upwork,72.18,6,12/29/2022,Machine learning script,Python
32773,35362,Fiverr,264.26,6,2/18/2022,Data analysis with Python,JavaScript
32774,35363,Toptal,275.16,6,2/21/2020,Machine learning script,R
32775,35364,Toptal,40.79,6,2/6/2024,Data analysis with Python,Power BI
32776,35365,Freelancer,57.53,3,1/13/2023,Data analysis with Python,Python
32777,35366,Freelancer,131.73,4,2/25/2021,Data visualization project,Tableau
32778,35367,Fiverr,231.6,7,3/5/2024,ETL pipeline creation,Tableau
32779,35368,PeoplePerHour,162.4,4,6/8/2022,Automated report building,Excel
32780,35369,Toptal,230.33,4,7/26/2022,Automated report building,C++
32781,35370,Fiverr,80.7,6,8/13/2023,Web scraping service,Power BI
32782,35371,Upwork,18.18,4,12/22/2021,Web scraping service,SQL
32783,35372,Upwork,249.86,6,10/5/2024,Backend API development,SQL
32784,35373,Upwork,117.73,7,4/27/2021,Bug fixing and testing,Tableau
32785,35374,Upwork,102.09,3,2/5/2024,Backend API development,SQL
32786,35375,Freelancer,286.79,6,8/8/2021,Dashboard in Power BI,Tableau
32787,35376,Freelancer,29.31,6,2/25/2022,Machine learning script,Power BI
32788,35377,Upwork,147.36,7,6/18/2024,Automated report building,SQL
32789,35379,Toptal,211.44,7,7/28/2024,ETL pipeline creation,Python
32790,35380,Toptal,141.37,6,1/31/2020,Dashboard in Power BI,Tableau
32791,35381,Upwork,231.75,6,3/30/2022,Data visualization project,Power BI
32792,35385,Upwork,84.17,5,12/6/2023,Statistical data analysis,C++
32793,35386,Freelancer,221.34,4,4/23/2021,Machine learning script,C++
32794,35387,Fiverr,89.14,5,2/9/2021,Bug fixing and testing,JavaScript
32795,35388,Freelancer,277.51,5,6/16/2020,Data visualization project,Tableau
32796,35389,PeoplePerHour,142,6,1/11/2022,Data analysis with Python,R
32797,35390,Freelancer,60.2,4,12/24/2021,Data visualization project,Excel
32798,35391,Toptal,119.42,3,12/1/2021,Machine learning script,Power BI
32799,35392,Freelancer,102.98,7,6/13/2022,Machine learning script,Excel
32800,35393,Freelancer,2.62,4,2/19/2023,Dashboard in Power BI,SQL
32801,35395,Toptal,298.93,4,8/30/2024,Automated report building,Excel
32802,35396,PeoplePerHour,230.78,5,7/6/2024,Automated report building,Power BI
32803,35397,Freelancer,54.39,5,5/8/2022,Data analysis with Python,Excel
32804,35398,Toptal,203.72,5,10/3/2021,Statistical data analysis,Excel
32805,35400,PeoplePerHour,175.1,7,7/12/2020,Web scraping service,Python
32806,35401,Upwork,2.35,3,3/3/2024,Web scraping service,Tableau
32807,35402,PeoplePerHour,100.45,5,12/16/2020,Statistical data analysis,Python
32808,35403,Upwork,290.68,3,12/4/2024,Data analysis with Python,Excel
32809,35404,Freelancer,138.2,4,10/20/2022,Automated report building,C++
32810,35405,Toptal,119.67,4,7/18/2022,Web scraping service,JavaScript
32811,35406,Upwork,288.51,7,1/14/2020,Machine learning script,Power BI
32812,35407,Upwork,278.59,3,8/2/2020,Bug fixing and testing,SQL
32813,35408,PeoplePerHour,135.91,3,9/5/2022,Bug fixing and testing,Excel
32814,35409,Freelancer,197.13,5,3/25/2022,Statistical data analysis,JavaScript
32815,35410,Freelancer,188.19,5,1/15/2022,Data analysis with Python,C++
32816,35412,Upwork,132.5,4,5/17/2023,ETL pipeline creation,Tableau
32817,35413,Toptal,287.27,3,8/24/2021,Backend API development,JavaScript
32818,35414,Freelancer,140.19,7,10/30/2024,Bug fixing and testing,SQL
32819,35415,PeoplePerHour,8.6,3,2/13/2020,Automated report building,C++
32820,35416,PeoplePerHour,78.68,3,6/2/2023,Data visualization project,R
32821,35417,Fiverr,214.22,7,2/6/2020,Machine learning script,SQL
32822,35418,Freelancer,128.65,7,3/6/2021,Statistical data analysis,Excel
32823,35419,PeoplePerHour,272.76,3,11/28/2022,Automated report building,SQL
32824,35420,Upwork,285.87,5,11/4/2021,Automated report building,R
32825,35421,Freelancer,223.8,4,11/19/2021,ETL pipeline creation,Power BI
32826,35422,Toptal,257.03,7,7/23/2020,Automated report building,C++
32827,35423,Toptal,237.25,6,10/11/2020,Statistical data analysis,SQL
32828,35424,Fiverr,273.91,6,3/16/2023,Data analysis with Python,R
32829,35425,PeoplePerHour,232.05,3,11/15/2020,Automated report building,Excel
32830,35426,Toptal,71.64,4,8/18/2020,Data visualization project,JavaScript
32831,35427,Freelancer,144.12,4,1/26/2020,Machine learning script,C++
32832,35428,Freelancer,194.17,4,1/31/2022,ETL pipeline creation,Tableau
32833,35429,Fiverr,128.72,5,3/4/2021,Machine learning script,SQL
32834,35430,PeoplePerHour,47.5,3,11/17/2023,Dashboard in Power BI,C++
32835,35432,PeoplePerHour,27.3,7,7/14/2020,Machine learning script,Power BI
32836,35434,Fiverr,31.26,5,11/10/2020,Web scraping service,C++
32837,35437,Toptal,170.72,6,11/2/2023,Web scraping service,Tableau
32838,35439,PeoplePerHour,264.19,7,1/7/2021,Automated report building,JavaScript
32839,35440,Freelancer,92.07,7,3/4/2023,Data visualization project,Tableau
32840,35441,Freelancer,30.82,4,3/18/2022,Statistical data analysis,JavaScript
32841,35442,Toptal,193.66,5,5/27/2021,Bug fixing and testing,Python
32842,35443,PeoplePerHour,151.27,7,7/28/2024,Data visualization project,R
32843,35444,PeoplePerHour,173.82,4,7/7/2021,Statistical data analysis,R
32844,35446,PeoplePerHour,60.57,7,10/27/2020,Dashboard in Power BI,C++
32845,35447,Freelancer,223.82,5,8/4/2020,Machine learning script,Python
32846,35448,Fiverr,141.31,3,4/23/2024,Data analysis with Python,SQL
32847,35449,Fiverr,110.93,7,10/8/2021,Backend API development,Excel
32848,35450,Toptal,98.5,7,11/22/2020,Statistical data analysis,Power BI
32849,35451,Freelancer,49.05,5,12/30/2024,Data analysis with Python,JavaScript
32850,35452,Fiverr,59.21,4,1/18/2022,Machine learning script,Power BI
32851,35453,PeoplePerHour,122.12,5,7/18/2021,Machine learning script,R
32852,35454,Toptal,113.34,6,2/28/2020,Backend API development,Tableau
32853,35455,Fiverr,126.52,5,7/28/2021,Automated report building,Excel
32854,35456,Fiverr,172.72,5,5/8/2023,Machine learning script,Python
32855,35458,PeoplePerHour,176.18,4,10/13/2024,Backend API development,Python
32856,35459,Freelancer,274.28,3,11/27/2023,Web scraping service,Power BI
32857,35460,Freelancer,205.02,7,1/13/2024,Data visualization project,Power BI
32858,35461,PeoplePerHour,270.72,7,1/3/2022,Automated report building,JavaScript
32859,35462,PeoplePerHour,29.89,3,7/18/2020,Data analysis with Python,R
32860,35463,PeoplePerHour,51.43,7,2/22/2022,Data visualization project,Power BI
32861,35464,Freelancer,19.38,3,5/6/2022,ETL pipeline creation,C++
32862,35465,Upwork,233.94,6,6/27/2022,Data analysis with Python,Power BI
32863,35466,Toptal,238.25,4,12/19/2020,Bug fixing and testing,SQL
32864,35467,Fiverr,165.78,4,7/21/2021,Automated report building,R
32865,35468,Toptal,65.55,3,11/8/2024,ETL pipeline creation,Excel
32866,35469,PeoplePerHour,104.15,5,10/15/2024,Statistical data analysis,Tableau
32867,35470,Fiverr,197.83,6,12/27/2020,Automated report building,R
32868,35471,Upwork,56.67,4,5/10/2022,Dashboard in Power BI,R
32869,35472,Freelancer,166.77,5,3/15/2022,ETL pipeline creation,C++
32870,35473,Fiverr,188.86,3,8/16/2020,Data analysis with Python,Python
32871,35474,Freelancer,125.87,5,4/16/2021,Machine learning script,R
32872,35475,Toptal,176.76,6,11/23/2020,Data visualization project,C++
32873,35476,Freelancer,127.54,5,10/2/2024,Data analysis with Python,C++
32874,35477,Freelancer,246.92,4,12/12/2020,Automated report building,SQL
32875,35478,Freelancer,96.44,4,4/17/2024,Data visualization project,Python
32876,35481,Toptal,216.81,3,5/8/2022,Backend API development,R
32877,35482,Freelancer,152.43,7,11/27/2021,Data analysis with Python,Tableau
32878,35483,Fiverr,202.87,7,2/3/2020,Machine learning script,Python
32879,35484,Upwork,170.2,5,6/13/2020,Automated report building,Python
32880,35486,PeoplePerHour,42.7,7,1/22/2023,Automated report building,C++
32881,35487,Upwork,68.81,3,6/19/2022,Bug fixing and testing,R
32882,35488,Toptal,28.72,6,3/17/2022,Data analysis with Python,Excel
32883,35489,Toptal,246.82,5,5/30/2022,Machine learning script,JavaScript
32884,35490,PeoplePerHour,217.27,7,10/18/2024,Data visualization project,Tableau
32885,35491,Fiverr,172.73,5,10/20/2024,Dashboard in Power BI,R
32886,35492,Freelancer,196.07,5,4/2/2020,ETL pipeline creation,Tableau
32887,35493,PeoplePerHour,202.21,7,5/11/2020,Bug fixing and testing,Power BI
32888,35495,PeoplePerHour,14.99,3,8/28/2024,Automated report building,C++
32889,35496,PeoplePerHour,77.73,4,9/20/2020,ETL pipeline creation,Python
32890,35497,Freelancer,196.83,6,6/16/2023,Data analysis with Python,C++
32891,35498,Fiverr,130.1,6,7/29/2023,Statistical data analysis,C++
32892,35499,Fiverr,243.05,3,12/23/2023,Machine learning script,Excel
32893,35500,Fiverr,151.12,4,4/16/2021,Dashboard in Power BI,R
32894,35501,Toptal,264.55,6,4/20/2022,Web scraping service,Power BI
32895,35502,PeoplePerHour,214.99,4,1/4/2020,Dashboard in Power BI,Power BI
32896,35503,Fiverr,16.69,3,3/29/2020,ETL pipeline creation,Power BI
32897,35506,Freelancer,17.25,6,5/11/2021,Automated report building,R
32898,35507,Toptal,200.75,6,9/23/2023,Backend API development,SQL
32899,35508,Freelancer,150.29,6,4/9/2020,Automated report building,R
32900,35509,Toptal,174.3,5,11/10/2021,Automated report building,Power BI
32901,35510,Upwork,219.29,3,6/4/2023,Data analysis with Python,C++
32902,35512,PeoplePerHour,153.39,5,2/13/2022,Web scraping service,Power BI
32903,35513,Fiverr,139.29,3,2/21/2020,Data visualization project,Python
32904,35515,Upwork,67.64,7,9/13/2020,Bug fixing and testing,C++
32905,35516,Fiverr,262.75,7,12/30/2022,Bug fixing and testing,Power BI
32906,35518,Upwork,250.33,3,10/28/2024,Web scraping service,SQL
32907,35519,PeoplePerHour,18.71,7,6/14/2020,Dashboard in Power BI,Power BI
32908,35520,Upwork,68.77,3,2/14/2023,Bug fixing and testing,Excel
32909,35521,Freelancer,199.67,5,11/1/2020,Data visualization project,R
32910,35522,PeoplePerHour,191.18,4,1/20/2020,Statistical data analysis,Tableau
32911,35523,Fiverr,161.47,3,3/6/2020,Machine learning script,Excel
32912,35524,Fiverr,214.96,4,10/27/2023,Data analysis with Python,C++
32913,35525,Upwork,242.52,6,7/29/2020,Backend API development,R
32914,35526,Toptal,103.41,7,1/1/2023,Machine learning script,Power BI
32915,35527,Toptal,258.28,6,10/23/2021,Dashboard in Power BI,Python
32916,35528,Upwork,105.06,3,2/6/2021,Statistical data analysis,Power BI
32917,35529,Upwork,217.88,3,8/9/2022,Bug fixing and testing,Tableau
32918,35530,PeoplePerHour,147.69,5,10/12/2021,Automated report building,Power BI
32919,35531,Fiverr,222.41,4,8/20/2022,Data analysis with Python,Tableau
32920,35532,Toptal,289.99,7,11/7/2022,Data analysis with Python,JavaScript
32921,35533,Toptal,228.85,3,10/21/2023,Backend API development,R
32922,35534,Freelancer,221.02,5,9/27/2022,Web scraping service,Excel
32923,35535,Fiverr,272.8,3,9/10/2023,Automated report building,R
32924,35536,Freelancer,3.38,3,5/31/2023,Machine learning script,R
32925,35537,PeoplePerHour,270.39,6,1/3/2021,Data visualization project,Tableau
32926,35538,Toptal,148.6,7,5/9/2022,Bug fixing and testing,Python
32927,35539,Fiverr,86.26,6,8/9/2023,Web scraping service,Excel
32928,35540,Upwork,215.45,5,11/15/2024,Automated report building,C++
32929,35541,Upwork,80.02,3,2/18/2022,Machine learning script,R
32930,35543,Toptal,259.99,6,4/15/2023,Machine learning script,Power BI
32931,35544,PeoplePerHour,279.56,5,9/4/2024,Bug fixing and testing,R
32932,35545,PeoplePerHour,131.65,3,12/4/2022,Statistical data analysis,Excel
32933,35546,PeoplePerHour,54.28,5,6/26/2024,ETL pipeline creation,Python
32934,35548,Freelancer,191.25,6,12/31/2024,Backend API development,Excel
32935,35549,PeoplePerHour,207.38,7,2/1/2021,Web scraping service,JavaScript
32936,35550,Toptal,164.4,3,9/26/2022,Statistical data analysis,C++
32937,35551,Fiverr,292.33,6,8/20/2020,ETL pipeline creation,C++
32938,35552,Fiverr,225.12,7,5/15/2022,ETL pipeline creation,C++
32939,35553,PeoplePerHour,4.82,5,10/4/2023,Statistical data analysis,Python
32940,35554,Toptal,286.97,7,7/12/2023,Automated report building,Excel
32941,35555,Toptal,244.86,5,2/1/2023,Data visualization project,Python
32942,35556,Upwork,296.54,7,11/24/2024,Automated report building,Power BI
32943,35557,Upwork,255.51,6,8/12/2020,Web scraping service,C++
32944,35558,PeoplePerHour,210.84,6,3/9/2020,Dashboard in Power BI,C++
32945,35559,Toptal,118.63,4,8/2/2022,Data analysis with Python,Tableau
32946,35561,PeoplePerHour,55.16,5,2/6/2020,Web scraping service,Excel
32947,35562,Freelancer,278.47,5,8/5/2021,Backend API development,Tableau
32948,35563,PeoplePerHour,22.29,6,4/14/2022,Automated report building,JavaScript
32949,35564,Freelancer,51.92,6,6/7/2020,Bug fixing and testing,Power BI
32950,35566,Freelancer,25.83,4,7/25/2024,Dashboard in Power BI,JavaScript
32951,35567,Upwork,148.94,3,10/31/2023,ETL pipeline creation,Excel
32952,35568,PeoplePerHour,143.59,4,11/8/2021,Backend API development,R
32953,35569,PeoplePerHour,255.23,6,12/3/2024,Backend API development,R
32954,35570,Toptal,189.19,7,8/1/2023,Web scraping service,Excel
32955,35571,Toptal,178.36,4,8/6/2020,ETL pipeline creation,C++
32956,35572,Upwork,149.13,6,5/11/2023,Data analysis with Python,R
32957,35573,PeoplePerHour,121.23,5,1/28/2020,Dashboard in Power BI,Python
32958,35574,Fiverr,43.9,4,6/9/2023,Data analysis with Python,Python
32959,35575,Fiverr,220.39,6,1/26/2023,Automated report building,R
32960,35577,Freelancer,25.76,5,1/28/2024,Machine learning script,R
32961,35578,Upwork,299.15,5,2/28/2022,Dashboard in Power BI,Tableau
32962,35579,Freelancer,159.07,7,7/20/2022,Data analysis with Python,Power BI
32963,35580,Toptal,126.09,6,10/2/2020,Data analysis with Python,Power BI
32964,35581,Freelancer,287.53,4,10/5/2024,Backend API development,Excel
32965,35582,Toptal,82.73,3,5/2/2024,ETL pipeline creation,Power BI
32966,35583,Upwork,36.8,3,2/11/2021,Web scraping service,JavaScript
32967,35584,Upwork,148.56,7,12/15/2020,ETL pipeline creation,R
32968,35585,Upwork,145.4,4,5/28/2022,Bug fixing and testing,Excel
32969,35586,Toptal,172.23,3,5/26/2020,Backend API development,R
32970,35587,Freelancer,108.59,3,8/1/2024,Data visualization project,Tableau
32971,35588,Freelancer,109.93,7,10/18/2021,Data analysis with Python,Power BI
32972,35589,Upwork,92.23,6,8/29/2020,Bug fixing and testing,R
32973,35590,Freelancer,290.95,3,1/3/2024,Statistical data analysis,Python
32974,35591,Toptal,278.47,5,6/12/2021,ETL pipeline creation,JavaScript
32975,35592,Freelancer,289.67,4,3/8/2021,Backend API development,C++
32976,35593,Freelancer,187.4,4,1/15/2022,Web scraping service,Excel
32977,35594,Freelancer,231.7,5,12/3/2024,Statistical data analysis,Power BI
32978,35595,Freelancer,41.57,7,4/29/2024,Web scraping service,R
32979,35596,Freelancer,101.2,3,3/3/2021,Backend API development,Tableau
32980,35597,Freelancer,224.74,5,9/1/2024,Data analysis with Python,Excel
32981,35598,PeoplePerHour,74.26,7,3/23/2022,Statistical data analysis,Power BI
32982,35599,PeoplePerHour,37.53,4,7/7/2021,Bug fixing and testing,SQL
32983,35600,PeoplePerHour,215.93,4,7/18/2023,Statistical data analysis,JavaScript
32984,35601,Upwork,244.03,4,8/8/2023,Backend API development,Power BI
32985,35602,Upwork,287.2,6,7/2/2021,Statistical data analysis,Python
32986,35603,Fiverr,171.3,4,11/26/2023,Statistical data analysis,Tableau
32987,35604,Upwork,112.86,5,7/2/2024,Data analysis with Python,Python
32988,35605,PeoplePerHour,57.91,6,4/15/2020,Web scraping service,SQL
32989,35606,Upwork,56.82,5,12/10/2024,Machine learning script,Power BI
32990,35607,Freelancer,247.03,3,5/2/2021,Statistical data analysis,Python
32991,35608,Upwork,96.32,5,8/9/2021,Data visualization project,Tableau
32992,35609,Fiverr,42.4,5,4/29/2022,ETL pipeline creation,SQL
32993,35610,Fiverr,222,3,1/25/2022,Bug fixing and testing,JavaScript
32994,35611,Freelancer,299.05,3,12/27/2024,Backend API development,C++
32995,35612,Upwork,117.56,4,8/22/2020,Data visualization project,Excel
32996,35613,Upwork,63.69,6,3/12/2021,Data analysis with Python,Tableau
32997,35614,Toptal,206.29,3,8/3/2024,Web scraping service,Excel
32998,35615,Upwork,143.22,4,9/7/2024,Backend API development,Tableau
32999,35617,Freelancer,242.41,3,5/15/2021,Automated report building,Tableau
33000,35618,Upwork,151.46,6,6/13/2020,Automated report building,JavaScript
33001,35619,Toptal,250.98,6,9/18/2023,Machine learning script,R
33002,35620,PeoplePerHour,41.89,4,4/8/2020,Dashboard in Power BI,R
33003,35621,Upwork,264.45,5,5/28/2024,Statistical data analysis,Power BI
33004,35622,PeoplePerHour,81.6,6,11/7/2020,Web scraping service,Python
33005,35623,Upwork,144.54,5,4/19/2020,Statistical data analysis,Excel
33006,35624,Fiverr,123.71,6,12/18/2024,ETL pipeline creation,Tableau
33007,35625,Toptal,2.42,3,4/20/2022,Dashboard in Power BI,Tableau
33008,35626,Toptal,101.45,5,2/14/2023,Data analysis with Python,Tableau
33009,35627,Upwork,229.42,4,10/16/2023,Data visualization project,Excel
33010,35628,PeoplePerHour,111.02,4,5/26/2023,Bug fixing and testing,C++
33011,35629,Freelancer,8.35,7,2/9/2024,Automated report building,Power BI
33012,35630,Freelancer,38.89,4,2/5/2020,Data visualization project,R
33013,35631,Toptal,86.18,5,4/5/2024,Web scraping service,JavaScript
33014,35632,Upwork,170.06,6,2/8/2022,Statistical data analysis,R
33015,35633,Toptal,232.88,4,1/23/2020,ETL pipeline creation,Power BI
33016,35634,PeoplePerHour,17.51,5,7/11/2020,ETL pipeline creation,JavaScript
33017,35635,Upwork,192.12,7,3/1/2022,Web scraping service,SQL
33018,35636,Upwork,115.91,4,5/18/2022,Statistical data analysis,JavaScript
33019,35637,Upwork,166.11,4,4/20/2021,Data analysis with Python,JavaScript
33020,35638,Toptal,207.94,7,11/18/2020,Backend API development,R
33021,35639,Fiverr,12.24,7,5/15/2021,Machine learning script,Python
33022,35640,Toptal,89.44,4,5/12/2020,Statistical data analysis,Power BI
33023,35641,Fiverr,275.98,4,9/6/2020,Data visualization project,Python
33024,35642,Fiverr,145.74,5,8/31/2024,Data visualization project,C++
33025,35643,PeoplePerHour,128.11,6,5/28/2022,Statistical data analysis,Power BI
33026,35645,Upwork,294.75,5,3/10/2022,Backend API development,Power BI
33027,35646,Upwork,177.1,3,9/9/2021,Dashboard in Power BI,JavaScript
33028,35650,PeoplePerHour,264.69,7,10/15/2021,Data visualization project,Excel
33029,35651,PeoplePerHour,136.14,4,5/20/2023,Machine learning script,JavaScript
33030,35652,Upwork,116.37,4,10/19/2022,Dashboard in Power BI,C++
33031,35653,Upwork,34.93,3,1/9/2022,Data visualization project,Power BI
33032,35654,Upwork,80.93,3,4/27/2023,ETL pipeline creation,R
33033,35655,Freelancer,201.45,4,11/2/2022,Statistical data analysis,C++
33034,35656,Fiverr,295.96,7,6/6/2020,Web scraping service,Python
33035,35657,PeoplePerHour,251.23,7,1/31/2024,Backend API development,C++
33036,35658,Upwork,278.69,6,2/17/2020,Bug fixing and testing,Power BI
33037,35659,PeoplePerHour,39.12,5,9/27/2020,ETL pipeline creation,Tableau
33038,35662,PeoplePerHour,68.9,6,11/17/2020,Data visualization project,Excel
33039,35663,Toptal,267.71,4,7/15/2020,Machine learning script,C++
33040,35664,PeoplePerHour,255.96,3,11/23/2022,ETL pipeline creation,SQL
33041,35665,Toptal,101.51,6,2/11/2021,Automated report building,Excel
33042,35667,Upwork,29.74,7,12/6/2020,Data visualization project,Power BI
33043,35668,Toptal,96.27,5,10/24/2023,Data analysis with Python,R
33044,35669,PeoplePerHour,221.6,4,9/1/2020,Bug fixing and testing,Tableau
